Temperature (K),Mass,Luminosity(L/Lo),Radius(R/Ro),Absolute magnitude(Mv),Star type,Star color,Spectral Class,,name
,,,,,,,,,Kepler-907 b
,,,,,,,,,Kepler-908 b
,,,,,,,,,Kepler-909 b
,,,,,,,,,Kepler-90b
,,,,,,,,,Kepler-90c
,,,,,,,,,Kepler-90d
,,,,,,,,,Kepler-90e
,,,,,,,,,Kepler-90f
,,,,,,,,,Kepler-90g
,,,,,,,,,Kepler-90h
,,,,,,,,,Kepler-90 i
,,,,,,,,,Kepler-910 b
,,,,,,,,,Kepler-911 b
,,,,,,,,,Kepler-912 b
,,,,,,,,,Kepler-913 b
,,,,,,,,,Kepler-914 b
,,,,,,,,,Kepler-915 b
,,,,,,,,,Kepler-916 b
,,,,,,,,,Kepler-917 b
,,,,,,,,,Kepler-918 b
,,,,,,,,,Kepler-919 b
,,,,,,,,,Kepler-91 b
,,,,,,,,,Kepler-920 b
,,,,,,,,,Kepler-920 c
,,,,,,,,,Kepler-921 b
,,,,,,,,,Kepler-922 b
,,,,,,,,,Kepler-923 b
,,,,,,,,,Kepler-924 b
,,,,,,,,,Kepler-925 b
,,,,,,,,,Kepler-926 b
,,,,,,,,,Kepler-927 b
,,,,,,,,,Kepler-928 b
,,,,,,,,,Kepler-929 b
,,,,,,,,,Kepler-92 b
,,,,,,,,,Kepler-92 c
,,,,,,,,,Kepler-92 d
,,,,,,,,,Kepler-930 b
,,,,,,,,,Kepler-931 b
,,,,,,,,,Kepler-932 b
,,,,,,,,,Kepler-933 b
,,,,,,,,,Kepler-934 b
,,,,,,,,,Kepler-935 b
,,,,,,,,,Kepler-936 b
,,,,,,,,,Kepler-937 b
,,,,,,,,,Kepler-937 c
,,,,,,,,,Kepler-938 b
,,,,,,,,,Kepler-939 b
,,,,,,,,,Kepler-93 b
,,,,,,,,,Kepler-93 c
,,,,,,,,,Kepler-940 b
,,,,,,,,,Kepler-941 b
,,,,,,,,,Kepler-942 b
,,,,,,,,,Kepler-943 b
,,,,,,,,,Kepler-944 b
,,,,,,,,,Kepler-945 b
,,,,,,,,,Kepler-946 b
,,,,,,,,,Kepler-947 b
,,,,,,,,,Kepler-948 b
,,,,,,,,,Kepler-949 b
,,,,,,,,,Kepler-94 b
,,,,,,,,,Kepler-94 c
,,,,,,,,,Kepler-950 b
,,,,,,,,,Kepler-951 b
,,,,,,,,,Kepler-952 b
,,,,,,,,,Kepler-953 b
,,,,,,,,,Kepler-953 c
,,,,,,,,,Kepler-954 b
,,,,,,,,,Kepler-955 b
,,,,,,,,,Kepler-956 b
,,,,,,,,,Kepler-957 b
,,,,,,,,,Kepler-958 b
,,,,,,,,,Kepler-959 b
,,,,,,,,,Kepler-95 b
,,,,,,,,,Kepler-960 b
,,,,,,,,,Kepler-961 b
,,,,,,,,,Kepler-962 b
,,,,,,,,,Kepler-963 b
,,,,,,,,,Kepler-964 b
,,,,,,,,,Kepler-965 b
,,,,,,,,,Kepler-966 b
,,,,,,,,,Kepler-967 b
,,,,,,,,,Kepler-967 c
,,,,,,,,,Kepler-968 b
,,,,,,,,,Kepler-968 c
,,,,,,,,,Kepler-969 b
,,,,,,,,,Kepler-969 c
,,,,,,,,,Kepler-96 b
,,,,,,,,,Kepler-970 b
,,,,,,,,,Kepler-971 b
,,,,,,,,,Kepler-972 b
,,,,,,,,,Kepler-973 b
,,,,,,,,,Kepler-974 b
,,,,,,,,,Kepler-975 b
,,,,,,,,,Kepler-976 b
,,,,,,,,,Kepler-977 b
,,,,,,,,,Kepler-978 b
,,,,,,,,,Kepler-979 b
,,,,,,,,,Kepler-97 b
,,,,,,,,,Kepler-97 c
,,,,,,,,,Kepler-980 b
,,,,,,,,,Kepler-981 b
,,,,,,,,,Kepler-982 b
,,,,,,,,,Kepler-983 b
,,,,,,,,,Kepler-984 b
,,,,,,,,,Kepler-985 b
,,,,,,,,,Kepler-986 b
,,,,,,,,,Kepler-987 b
,,,,,,,,,Kepler-988 b
,,,,,,,,,Kepler-989 b
,,,,,,,,,Kepler-98 b
,,,,,,,,,Kepler-990 b
,,,,,,,,,Kepler-990 c
,,,,,,,,,Kepler-991 b
,,,,,,,,,Kepler-992 b
,,,,,,,,,Kepler-993 b
,,,,,,,,,Kepler-994 b
,,,,,,,,,Kepler-995 b
,,,,,,,,,Kepler-996 b
,,,,,,,,,Kepler-997 b
,,,,,,,,,Kepler-998 b
,,,,,,,,,Kepler-999 b
,,,,,,,,,Kepler-99 b
,,,,,,,,,Kepler-9 b
,,,,,,,,,Kepler-9 c
,,,,,,,,,Kepler-9 d
,,,,,,,,,KIC 10001893 b
,,,,,,,,,KIC 10001893 c
,,,,,,,,,KIC 10001893 d
,,,,,,,,,KIC 10525077 b
,,,,,,,,,KIC 3558849 b
,,,,,,,,,KIC 5095269 b
,,,,,,,,,KIC 5437945 b
,,,,,,,,,KIC 5951458 b
,,,,,,,,,KIC 7917485 b
,,,,,,,,,KIC 8540376 b
,,,,,,,,,KIC 8540376 c
,,,,,,,,,KIC 9663113 b
,,,,,,,,,KMT-2016-BLG-0212L b
,,,,,,,,,KMT-2016-BLG-1107L b
,,,,,,,,,KMT-2016-BLG-1397L b
,,,,,,,,,KMT-2016-BLG-1820L b
,,,,,,,,,KMT-2016-BLG-1836L b
,,,,,,,,,KMT-2016-BLG-2142L b
,,,,,,,,,KMT-2017-BLG-0165L b
,,,,,,,,,KMT-2017-BLG-1038L b
,,,,,,,,,KMT-2017-BLG-1146L b
,,,,,,,,,KMT-2018-BLG-0029L b
,,,,,,,,,KMT-2018-BLG-1292L b
,,,,,,,,,KMT-2018-BLG-1990L b
,,,,,,,,,KMT-2019-BLG-1339L b
,,,,,,,,,KMT-2019-BLG-1953L b
,,,,,,,,,KOI-1257 b
,,,,,,,,,KOI-12 b
,,,,,,,,,KOI-13 b
,,,,,,,,,KOI-142 b
,,,,,,,,,KOI-142 c
,,,,,,,,,KOI-1599.01
,,,,,,,,,KOI-1599.02
,,,,,,,,,KOI-1783.01
,,,,,,,,,KOI-1783.02
,,,,,,,,,KOI-217 b
,,,,,,,,,KOI-3680 b
,,,,,,,,,KOI-55 b
,,,,,,,,,KOI-55 c
,,,,,,,,,KOI-94 b
,,,,,,,,,KOI-94 c
,,,,,,,,,KOI-94 d
,,,,,,,,,KOI-94 e
,,,,,,,,,KPS-1 b
,,,,,,,,,L 168-9 b
,,,,,,,,,L 98-59 b
,,,,,,,,,L 98-59 c
,,,,,,,,,L 98-59 d
,,,,,,,,,LHS 1140 b
,,,,,,,,,LHS 1140 c
,,,,,,,,,LHS 1815 b
,,,,,,,,,LHS 3844 b
,,,,,,,,,LkCa 15 b
,,,,,,,,,LkCa 15 c
,,,,,,,,,LP 791-18 b
,,,,,,,,,LP 791-18 c
,,,,,,,,,LSPM J2116+0234 b
,,,,,,,,,LTT 1445 A b
,,,,,,,,,LTT 3780 b
,,,,,,,,,LTT 3780 c
,,,,,,,,,LTT 9779 b
,,,,,,,,,Lupus-TR-3 b
,,,,,,,,,MASCARA-1 b
,,,,,,,,,MASCARA-4 b
,,,,,,,,,MOA-2007-BLG-192L b
,,,,,,,,,MOA-2007-BLG-400L b
,,,,,,,,,MOA-2008-BLG-310L b
,,,,,,,,,MOA-2008-BLG-379L b
,,,,,,,,,MOA-2009-BLG-266L b
,,,,,,,,,MOA-2009-BLG-319L b
,,,,,,,,,MOA-2009-BLG-387L b
,,,,,,,,,MOA-2010-BLG-073L b
,,,,,,,,,MOA-2010-BLG-117L b
,,,,,,,,,MOA-2010-BLG-328L b
,,,,,,,,,MOA-2010-BLG-353L b
,,,,,,,,,MOA-2010-BLG-477L b
,,,,,,,,,MOA-2011-BLG-028L b
,,,,,,,,,MOA-2011-BLG-262L b
,,,,,,,,,MOA-2011-BLG-291L b
,,,,,,,,,MOA-2011-BLG-293L b
,,,,,,,,,MOA-2011-BLG-322L b
,,,,,,,,,MOA-2012-BLG-006L b
,,,,,,,,,MOA-2012-BLG-505L b
,,,,,,,,,MOA-2013-BLG-605L b
,,,,,,,,,MOA-2015-BLG-337L b
,,,,,,,,,MOA-2016-BLG-227L b
,,,,,,,,,MOA-2016-BLG-319L b
,,,,,,,,,MOA-bin-1L b
,,,,,,,,,MOA-bin-29 b
,,,,,,,,,Mu Leonis b
,,,,,,,,,MXB 1658-298 b
,,,,,,,,,NGC 2682 Sand 364 b
,,,,,,,,,NGC 2682 Sand 978 b
,,,,,,,,,NGC 2682 YBP 1194 b
,,,,,,,,,NGC 2682 YBP 1514 b
,,,,,,,,,NGC 2682 YBP 401 b
,,,,,,,,,NGTS-10 b
,,,,,,,,,NGTS-11 b
,,,,,,,,,NGTS-1 b
,,,,,,,,,NGTS-2 b
,,,,,,,,,NGTS-3 A b
,,,,,,,,,NGTS-4 b
,,,,,,,,,NGTS-5 b
,,,,,,,,,NGTS-6 b
,,,,,,,,,NGTS-8 b
,,,,,,,,,NGTS-9 b
,,,,,,,,,NN Serpentis c
,,,,,,,,,NN Serpentis d
,,,,,,,,,NSVS 14256825 b
,,,,,,,,,Nu Ophiuchi b
,,,,,,,,,Nu Ophiuchi c
,,,,,,,,,NY Virginis b
,,,,,,,,,NY Virginis c
,,,,,,,,,OGLE-2003-BLG-235L b
,,,,,,,,,OGLE-2005-BLG-071L b
,,,,,,,,,OGLE-2005-BLG-169L b
,,,,,,,,,OGLE-2005-BLG-390L b
,,,,,,,,,OGLE-2006-BLG-109L b
,,,,,,,,,OGLE-2006-BLG-109L c
,,,,,,,,,OGLE-2007-BLG-349L AB c
,,,,,,,,,OGLE-2007-BLG-368L b
,,,,,,,,,OGLE-2008-BLG-092L b
,,,,,,,,,OGLE-2008-BLG-355L b
,,,,,,,,,OGLE-2011-BLG-0173L b
,,,,,,,,,OGLE-2011-BLG-0251L b
,,,,,,,,,OGLE-2011-BLG-0265L b
,,,,,,,,,OGLE-2012-BLG-0026L b
,,,,,,,,,OGLE-2012-BLG-0026L c
,,,,,,,,,OGLE-2012-BLG-0358L b
,,,,,,,,,OGLE-2012-BLG-0406L b
,,,,,,,,,OGLE-2012-BLG-0563L b
,,,,,,,,,OGLE-2012-BLG-0724L b
,,,,,,,,,OGLE-2012-BLG-0838L b
,,,,,,,,,OGLE-2012-BLG-0950L b
,,,,,,,,,OGLE-2013-BLG-0102L b
,,,,,,,,,OGLE-2013-BLG-0132L b
,,,,,,,,,OGLE-2013-BLG-0341L B b
,,,,,,,,,OGLE-2013-BLG-0911L b
,,,,,,,,,OGLE-2013-BLG-1721L b
,,,,,,,,,OGLE-2013-BLG-1761L b
,,,,,,,,,OGLE-2014-BLG-0124L b
,,,,,,,,,OGLE-2014-BLG-0676L b
,,,,,,,,,OGLE-2014-BLG-1722L b
,,,,,,,,,OGLE-2014-BLG-1722L c
,,,,,,,,,OGLE-2014-BLG-1760L b
,,,,,,,,,OGLE-2015-BLG-0051L b
,,,,,,,,,OGLE-2015-BLG-0954L b
,,,,,,,,,OGLE-2015-BLG-0966L b
,,,,,,,,,OGLE-2015-BLG-1649L b
,,,,,,,,,OGLE-2015-BLG-1670L b
,,,,,,,,,OGLE-2015-BLG-1771L b
,,,,,,,,,OGLE-2016-BLG-0263L b
,,,,,,,,,OGLE-2016-BLG-0613L AB b
,,,,,,,,,OGLE-2016-BLG-1067L b
,,,,,,,,,OGLE-2016-BLG-1190L b
,,,,,,,,,OGLE-2016-BLG-1195L b
,,,,,,,,,OGLE-2016-BLG-1227L b
,,,,,,,,,OGLE-2017-BLG-0173L b
,,,,,,,,,OGLE-2017-BLG-0373L b
,,,,,,,,,OGLE-2017-BLG-0406L b
,,,,,,,,,OGLE-2017-BLG-0482L b
,,,,,,,,,OGLE-2017-BLG-1140L b
,,,,,,,,,OGLE-2017-BLG-1434L b
,,,,,,,,,OGLE-2017-BLG-1522L b
,,,,,,,,,OGLE-2018-BLG-0596L b
,,,,,,,,,OGLE-2018-BLG-0677L b
,,,,,,,,,OGLE-2018-BLG-0740L b
,,,,,,,,,OGLE-2018-BLG-1011L b
,,,,,,,,,OGLE-2018-BLG-1011L c
,,,,,,,,,OGLE-2018-BLG-1700L b
,,,,,,,,,OGLE2-TR-L9 b
,,,,,,,,,OGLE-TR-10 b
,,,,,,,,,OGLE-TR-111 b
,,,,,,,,,OGLE-TR-113 b
,,,,,,,,,OGLE-TR-132 b
,,,,,,,,,OGLE-TR-182 b
,,,,,,,,,OGLE-TR-211 b
,,,,,,,,,OGLE-TR-56 b
,,,,,,,,,Omega Serpentis b
,,,,,,,,,Omicron Coronae Borealis b
,,,,,,,,,Omicron Ursae Majoris b
,,,,,,,,,Ophiuchi 11 b
,,,,,,,,,PDS 70 b
,,,,,,,,,PDS 70 c
,,,,,,,,,PH1 b
,,,,,,,,,PH2 b
,,,,,,,,,Pi Mensae c
,,,,,,,,,POTS-1 b
,,,,,,,,,Pr0201 b
,,,,,,,,,Pr0211 b
,,,,,,,,,Pr0211 c
,,,,,,,,,Proxima Centauri b
,,,,,,,,,Psi 1 Draconis B b
,,,,,,,,,PSR B0329+54 b
,,,,,,,,,PSR B1257+12 b
,,,,,,,,,PSR B1257+12 c
,,,,,,,,,PSR B1257+12 d
,,,,,,,,,PSR B1620-26 b
,,,,,,,,,PSR J1719-1438 b
,,,,,,,,,PSR J2322-2650 b
,,,,,,,,,Qatar-10 b
,,,,,,,,,Qatar-1 b
,,,,,,,,,Qatar-2 b
,,,,,,,,,Qatar-3 b
,,,,,,,,,Qatar-4 b
,,,,,,,,,Qatar-5 b
,,,,,,,,,Qatar-6 b
,,,,,,,,,Qatar-7 b
,,,,,,,,,Qatar-8 b
,,,,,,,,,Qatar-9 b
,,,,,,,,,Rho Coronae Borealis b
,,,,,,,,,Rho Coronae Borealis c
,,,,,,,,,Ross 128 b
,,,,,,,,,Ross 458 c
,,,,,,,,,ROXs 12 b
,,,,,,,,,ROXs 42 B b
,,,,,,,,,RR Caeli b
,,,,,,,,,SR 12 AB c
,,,,,,,,,SWEEPS-11 b
,,,,,,,,,SWEEPS-4 b
,,,,,,,,,TAP 26 b
,,,,,,,,,Tau Bootis b
,,,,,,,,,Tau Ceti e
,,,,,,,,,Tau Ceti f
,,,,,,,,,Tau Ceti g
,,,,,,,,,Tau Ceti h
,,,,,,,,,Tau Geminorum b
,,,,,,,,,TCP J05074264+2447555 b
,,,,,,,,,Teegarden's Star b
,,,,,,,,,Teegarden's Star c
,,,,,,,,,TOI-1130 b
,,,,,,,,,TOI-1130 c
,,,,,,,,,TOI-1235 b
,,,,,,,,,TOI-125 b
,,,,,,,,,TOI-125 c
,,,,,,,,,TOI-125 d
,,,,,,,,,TOI-132 b
,,,,,,,,,TOI-1338 b
,,,,,,,,,TOI-150.01
,,,,,,,,,TOI-157 b
,,,,,,,,,TOI-163 b
,,,,,,,,,TOI-169 b
,,,,,,,,,TOI-1728 b
,,,,,,,,,TOI-172 b
,,,,,,,,,TOI-1899 b
,,,,,,,,,TOI-216.01
,,,,,,,,,TOI-216.02
,,,,,,,,,TOI-270 b
,,,,,,,,,TOI-270 c
,,,,,,,,,TOI-270 d
,,,,,,,,,TOI-677 b
,,,,,,,,,TOI-700 b
,,,,,,,,,TOI-700 c
,,,,,,,,,TOI-700 d
,,,,,,,,,TOI-763 b
,,,,,,,,,TOI-763 c
,,,,,,,,,TOI-813 b
,,,,,,,,,TOI-824 b
,,,,,,,,,TOI-849 b
,,,,,,,,,TRAPPIST-1 b
,,,,,,,,,TRAPPIST-1 c
,,,,,,,,,TRAPPIST-1 d
,,,,,,,,,TRAPPIST-1 e
,,,,,,,,,TRAPPIST-1 f
,,,,,,,,,TRAPPIST-1 g
,,,,,,,,,TRAPPIST-1 h
,,,,,,,,,TrES-1 b
,,,,,,,,,TrES-2 b
,,,,,,,,,TrES-3 b
,,,,,,,,,TrES-4 b
,,,,,,,,,TrES-5 b
,,,,,,,,,TYC 1422-614-1 b
,,,,,,,,,TYC 1422-614-1 c
,,,,,,,,,TYC 3318-01333-1 b
,,,,,,,,,TYC 3667-1280-1 b
,,,,,,,,,TYC 4282-00605-1 b
,,,,,,,,,TYC 8998-760-1 b
,,,,,,,,,TYC 8998-760-1 c
,,,,,,,,,UKIRT-2017-BLG-001L b
,,,,,,,,,Upsilon Andromedae b
,,,,,,,,,Upsilon Andromedae c
,,,,,,,,,Upsilon Andromedae d
,,,,,,,,,USco1556 b
,,,,,,,,,USco1621 b
,,,,,,,,,USco CTIO 108 b
,,,,,,,,,UZ Fornacis b
,,,,,,,,,UZ Fornacis c
,,,,,,,,,V0391 Pegasi b
,,,,,,,,,V1298 Tauri b
,,,,,,,,,V1298 Tauri c
,,,,,,,,,V1298 Tauri d
,,,,,,,,,V1298 Tauri e
,,,,,,,,,V830 Tauri b
,,,,,,,,,VHS J125601.92-125723.9 b
,,,,,,,,,WASP-100 b
,,,,,,,,,WASP-101 b
,,,,,,,,,WASP-103 b
,,,,,,,,,WASP-104 b
,,,,,,,,,WASP-105 b
,,,,,,,,,WASP-106 b
,,,,,,,,,WASP-107 b
,,,,,,,,,WASP-10 b
,,,,,,,,,WASP-113 b
,,,,,,,,,WASP-114 b
,,,,,,,,,WASP-117 b
,,,,,,,,,WASP-118 b
,,,,,,,,,WASP-119 b
,,,,,,,,,WASP-11 b
,,,,,,,,,WASP-120 b
,,,,,,,,,WASP-121 b
,,,,,,,,,WASP-123 b
,,,,,,,,,WASP-124 b
,,,,,,,,,WASP-126 b
,,,,,,,,,WASP-126 c
,,,,,,,,,WASP-127 b
,,,,,,,,,WASP-129 b
,,,,,,,,,WASP-12 b
,,,,,,,,,WASP-130 b
,,,,,,,,,WASP-131 b
,,,,,,,,,WASP-132 b
,,,,,,,,,WASP-133 b
,,,,,,,,,WASP-135 b
,,,,,,,,,WASP-136 b
,,,,,,,,,WASP-138 b
,,,,,,,,,WASP-139 b
,,,,,,,,,WASP-13 b
,,,,,,,,,WASP-140 b
,,,,,,,,,WASP-141 b
,,,,,,,,,WASP-142 b
,,,,,,,,,WASP-144 b
,,,,,,,,,WASP-145 A b
,,,,,,,,,WASP-147 b
,,,,,,,,,WASP-148 b
,,,,,,,,,WASP-148 c
,,,,,,,,,WASP-14 b
,,,,,,,,,WASP-150 b
,,,,,,,,,WASP-151 b
,,,,,,,,,WASP-153 b
,,,,,,,,,WASP-156 b
,,,,,,,,,WASP-157 b
,,,,,,,,,WASP-158 b
,,,,,,,,,WASP-159 b
,,,,,,,,,WASP-15 b
,,,,,,,,,WASP-160 B b
,,,,,,,,,WASP-161 b
,,,,,,,,,WASP-162 b
,,,,,,,,,WASP-163 b
,,,,,,,,,WASP-164 b
,,,,,,,,,WASP-165 b
,,,,,,,,,WASP-166 b
,,,,,,,,,WASP-167 b
,,,,,,,,,WASP-168 b
,,,,,,,,,WASP-169 b
,,,,,,,,,WASP-16 b
,,,,,,,,,WASP-170 b
,,,,,,,,,WASP-171 b
,,,,,,,,,WASP-172 b
,,,,,,,,,WASP-173 A b
,,,,,,,,,WASP-174 b
,,,,,,,,,WASP-175 b
,,,,,,,,,WASP-176 b
,,,,,,,,,WASP-177 b
,,,,,,,,,WASP-178 b
,,,,,,,,,WASP-17 b
,,,,,,,,,WASP-180 A b
,,,,,,,,,WASP-181 b
,,,,,,,,,WASP-182 b
,,,,,,,,,WASP-183 b
,,,,,,,,,WASP-184 b
,,,,,,,,,WASP-185 b
,,,,,,,,,WASP-18 b
,,,,,,,,,WASP-18 c
,,,,,,,,,WASP-190 b
,,,,,,,,,WASP-192 b
,,,,,,,,,WASP-19 b
,,,,,,,,,WASP-1 b
,,,,,,,,,WASP-20 b
,,,,,,,,,WASP-21 b
,,,,,,,,,WASP-22 b
,,,,,,,,,WASP-23 b
,,,,,,,,,WASP-24 b
,,,,,,,,,WASP-25 b
,,,,,,,,,WASP-26 b
,,,,,,,,,WASP-28 b
,,,,,,,,,WASP-29 b
,,,,,,,,,WASP-2 b
,,,,,,,,,WASP-31 b
,,,,,,,,,WASP-32 b
,,,,,,,,,WASP-33 b
,,,,,,,,,WASP-34 b
,,,,,,,,,WASP-35 b
,,,,,,,,,WASP-36 b
,,,,,,,,,WASP-37 b
,,,,,,,,,WASP-38 b
,,,,,,,,,WASP-39 b
,,,,,,,,,WASP-3 b
,,,,,,,,,WASP-41 b
,,,,,,,,,WASP-41 c
,,,,,,,,,WASP-42 b
,,,,,,,,,WASP-43 b
,,,,,,,,,WASP-44 b
,,,,,,,,,WASP-45 b
,,,,,,,,,WASP-46 b
,,,,,,,,,WASP-47 b
,,,,,,,,,WASP-47 c
,,,,,,,,,WASP-47 d
,,,,,,,,,WASP-47 e
,,,,,,,,,WASP-48 b
,,,,,,,,,WASP-49 b
,,,,,,,,,WASP-4 b
,,,,,,,,,WASP-50 b
,,,,,,,,,WASP-52 b
,,,,,,,,,WASP-53 b
,,,,,,,,,WASP-53 c
,,,,,,,,,WASP-54 b
,,,,,,,,,WASP-55 b
,,,,,,,,,WASP-56 b
,,,,,,,,,WASP-57 b
,,,,,,,,,WASP-58 b
,,,,,,,,,WASP-59 b
,,,,,,,,,WASP-5 b
,,,,,,,,,WASP-60 b
,,,,,,,,,WASP-61 b
,,,,,,,,,WASP-62 b
,,,,,,,,,WASP-63 b
,,,,,,,,,WASP-64 b
,,,,,,,,,WASP-65 b
,,,,,,,,,WASP-66 b
,,,,,,,,,WASP-67 b
,,,,,,,,,WASP-68 b
,,,,,,,,,WASP-69 b
,,,,,,,,,WASP-6 b
,,,,,,,,,WASP-70 A b
,,,,,,,,,WASP-71 b
,,,,,,,,,WASP-72 b
,,,,,,,,,WASP-73 b
,,,,,,,,,WASP-74 b
,,,,,,,,,WASP-75 b
,,,,,,,,,WASP-76 b
,,,,,,,,,WASP-77 A b
,,,,,,,,,WASP-78 b
,,,,,,,,,WASP-79 b
,,,,,,,,,WASP-7 b
,,,,,,,,,WASP-80 b
,,,,,,,,,WASP-81 b
,,,,,,,,,WASP-82 b
,,,,,,,,,WASP-83 b
,,,,,,,,,WASP-84 b
,,,,,,,,,WASP-85 A b
,,,,,,,,,WASP-87 b
,,,,,,,,,WASP-88 b
,,,,,,,,,WASP-89 b
,,,,,,,,,WASP-8 b
,,,,,,,,,WASP-8 c
,,,,,,,,,WASP-90 b
,,,,,,,,,WASP-91 b
,,,,,,,,,WASP-92 b
,,,,,,,,,WASP-93 b
,,,,,,,,,WASP-94 A b
,,,,,,,,,WASP-94 B b
,,,,,,,,,WASP-95 b
,,,,,,,,,WASP-96 b
,,,,,,,,,WASP-97 b
,,,,,,,,,WASP-98 b
,,,,,,,,,WASP-99 b
,,,,,,,,,WD 0806-661 b
,,,,,,,,,WD 1856+534 b
,,,,,,,,,Wendelstein-1 b
,,,,,,,,,Wendelstein-2 b
,,,,,,,,,WISEP J121756.91+162640.2 A b
,,,,,,,,,Wolf 1061 b
,,,,,,,,,Wolf 1061 c
,,,,,,,,,Wolf 1061 d
,,,,,,,,,Wolf 503 b
,,,,,,,,,WTS-1 b
,,,,,,,,,WTS-2 b
,,,,,,,,,Xi Aquilae b
,,,,,,,,,XO-1 b
,,,,,,,,,XO-2 N b
,,,,,,,,,XO-2 S b
,,,,,,,,,XO-2 S c
,,,,,,,,,XO-3 b
,,,,,,,,,XO-4 b
,,,,,,,,,XO-5 b
,,,,,,,,,XO-6 b
,,,,,,,,,XO-7 b
,,,,,,,,,YZ Ceti b
,,,,,,,,,YZ Ceti c
,,,,,,,,,YZ Ceti d
